Facility ID,Name,Address,License Type,License Number,Last Inspection Date,Inspection Purpose,Total Violations,Critical Violations,Violation Details
27,COLOMBIA MEAT MARKET,239 BROAD STREET CUMBERLAND RI 02864,Cash Registers - 1-2,MRK10154,08-30-2025,Re-Inspection,7,0,"49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned"
27,COLOMBIA MEAT MARKET,239 BROAD STREET CUMBERLAND RI 02864,Cash Registers - 1-2,MRK10154,06-01-2025,Routine,5,2,"51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean"
27,COLOMBIA MEAT MARKET,239 BROAD STREET CUMBERLAND RI 02864,Cash Registers - 1-2,MRK10154,04-02-2025,Routine,5,2,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean"
27,COLOMBIA MEAT MARKET,239 BROAD STREET CUMBERLAND RI 02864,Cash Registers - 1-2,MRK10154,12-03-2024,Follow-up,4,1,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected"
28,GARCIA SUPER STORE INC,309 MANTON AVE PROVIDENCE RI 02909,Cash Registers - 1-2,MRK10249,09-29-2025,Environmental Complaint,2,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
28,GARCIA SUPER STORE INC,309 MANTON AVE PROVIDENCE RI 02909,Cash Registers - 1-2,MRK10249,06-01-2025,Routine,2,0,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
28,GARCIA SUPER STORE INC,309 MANTON AVE PROVIDENCE RI 02909,Cash Registers - 1-2,MRK10249,03-03-2025,Routine,0,0,None
29,FIESTA,310 BROAD ST CENTRAL FALLS RI 02863,Seats - Less than 50,FSV37806,09-29-2025,Follow-up,2,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed"
29,FIESTA,310 BROAD ST CENTRAL FALLS RI 02863,Seats - Less than 50,FSV37806,07-01-2025,Follow-up,1,0,"39 - contamination prevented during food preparation, storage, & display"
29,FIESTA,310 BROAD ST CENTRAL FALLS RI 02863,Seats - Less than 50,FSV37806,04-02-2025,Routine,0,0,None
30,WATERMARK CAFE THE,30 NORTH MAIN STREET PROVIDENCE RI 02903,Food Service (Non-Profit),FSV18201,09-29-2025,Follow-up,2,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean"
30,WATERMARK CAFE THE,30 NORTH MAIN STREET PROVIDENCE RI 02903,Food Service (Non-Profit),FSV18201,07-01-2025,Re-Inspection,1,0,51 - plumbing installed: proper backflow device
30,WATERMARK CAFE THE,30 NORTH MAIN STREET PROVIDENCE RI 02903,Food Service (Non-Profit),FSV18201,03-03-2025,Environmental Complaint,0,0,None
31,LIPPITT SCHOOL,30 ALMY STREET WARWICK RI 02888,Food Service (Non-Profit),FSV01857,08-30-2025,Routine,7,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 15 - food separated and protected"
31,LIPPITT SCHOOL,30 ALMY STREET WARWICK RI 02888,Food Service (Non-Profit),FSV01857,06-01-2025,Re-Inspection,5,0,"51 - plumbing installed: proper backflow device | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible"
31,LIPPITT SCHOOL,30 ALMY STREET WARWICK RI 02888,Food Service (Non-Profit),FSV01857,03-03-2025,Routine,3,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean"
31,LIPPITT SCHOOL,30 ALMY STREET WARWICK RI 02888,Food Service (Non-Profit),FSV01857,12-03-2024,Routine,1,0,22 - proper cold holding temperatures
32,DUNKIN DONUTS,1550 WEST MAIN ROAD PORTSMOUTH RI 02871,Seats - Less than 50,FSV18707,09-29-2025,Environmental Complaint,3,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed"
32,DUNKIN DONUTS,1550 WEST MAIN ROAD PORTSMOUTH RI 02871,Seats - Less than 50,FSV18707,07-01-2025,Re-Inspection,3,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures"
32,DUNKIN DONUTS,1550 WEST MAIN ROAD PORTSMOUTH RI 02871,Seats - Less than 50,FSV18707,04-02-2025,Follow-up,3,0,51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible
32,DUNKIN DONUTS,1550 WEST MAIN ROAD PORTSMOUTH RI 02871,Seats - Less than 50,FSV18707,01-02-2025,Routine,3,0,"39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned"
33,CAPTAIN ISAAC PAINE SCHOOL,FOSTER CENTER ROAD FOSTER RI 02825,Food Service (Non-Profit),FSV01917,08-30-2025,Routine,4,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean"
33,CAPTAIN ISAAC PAINE SCHOOL,FOSTER CENTER ROAD FOSTER RI 02825,Food Service (Non-Profit),FSV01917,07-01-2025,Routine,3,0,"55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
33,CAPTAIN ISAAC PAINE SCHOOL,FOSTER CENTER ROAD FOSTER RI 02825,Food Service (Non-Profit),FSV01917,04-02-2025,Re-Inspection,2,0,"22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display"
33,CAPTAIN ISAAC PAINE SCHOOL,FOSTER CENTER ROAD FOSTER RI 02825,Food Service (Non-Profit),FSV01917,12-03-2024,Re-Inspection,0,0,None
34,W L CALLAHAN SCHOOL,SCHOOL STREET BURRILLVILLE RI 02830,Food Service (Non-Profit),FSV03245,09-29-2025,Routine,4,1,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display"
34,W L CALLAHAN SCHOOL,SCHOOL STREET BURRILLVILLE RI 02830,Food Service (Non-Profit),FSV03245,07-01-2025,Environmental Complaint,4,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display"
34,W L CALLAHAN SCHOOL,SCHOOL STREET BURRILLVILLE RI 02830,Food Service (Non-Profit),FSV03245,04-02-2025,Routine,2,0,"22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
34,W L CALLAHAN SCHOOL,SCHOOL STREET BURRILLVILLE RI 02830,Food Service (Non-Profit),FSV03245,12-03-2024,Follow-up,1,0,"39 - contamination prevented during food preparation, storage, & display"
35,INTERNATIONAL POCKET CAFE,99 FORTIN ROAD SOUTH KINGSTOWN RI 02881,Caterer or Commissary,FSV21793,08-30-2025,Routine,7,2,"49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible"
35,INTERNATIONAL POCKET CAFE,99 FORTIN ROAD SOUTH KINGSTOWN RI 02881,Caterer or Commissary,FSV21793,07-01-2025,Re-Inspection,7,0,"15 - food separated and protected | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible"
35,INTERNATIONAL POCKET CAFE,99 FORTIN ROAD SOUTH KINGSTOWN RI 02881,Caterer or Commissary,FSV21793,03-03-2025,Environmental Complaint,7,2,"49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device"
35,INTERNATIONAL POCKET CAFE,99 FORTIN ROAD SOUTH KINGSTOWN RI 02881,Caterer or Commissary,FSV21793,12-03-2024,Re-Inspection,4,0,"55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed"
36,WAKEFIELD HILLS ELEMENTARY SCHOOL,505 WAKEFIELD STREET WEST WARWICK RI 02893,Food Service (Non-Profit),FSV22829,09-29-2025,Routine,8,1,"10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned"
36,WAKEFIELD HILLS ELEMENTARY SCHOOL,505 WAKEFIELD STREET WEST WARWICK RI 02893,Food Service (Non-Profit),FSV22829,07-01-2025,Environmental Complaint,7,1,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed"
36,WAKEFIELD HILLS ELEMENTARY SCHOOL,505 WAKEFIELD STREET WEST WARWICK RI 02893,Food Service (Non-Profit),FSV22829,04-02-2025,Routine,6,0,"15 - food separated and protected | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned"
36,WAKEFIELD HILLS ELEMENTARY SCHOOL,505 WAKEFIELD STREET WEST WARWICK RI 02893,Food Service (Non-Profit),FSV22829,01-02-2025,Routine,2,0,10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device
37,SCITUATE SENIOR CENTER,1315 CHOPMIST HILL ROAD SCITUATE RI 02857,Food Service (Non-Profit),FSV23729,08-30-2025,Follow-up,7,1,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean"
37,SCITUATE SENIOR CENTER,1315 CHOPMIST HILL ROAD SCITUATE RI 02857,Food Service (Non-Profit),FSV23729,06-01-2025,Routine,5,2,"10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
37,SCITUATE SENIOR CENTER,1315 CHOPMIST HILL ROAD SCITUATE RI 02857,Food Service (Non-Profit),FSV23729,03-03-2025,Routine,7,1,"55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible"
38,FOSTER COUNTRY CLUB,67 JOHNSON ROAD FOSTER RI 02825,Seats - 50 or More,FSV26584,09-29-2025,Routine,7,2,"15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device"
38,FOSTER COUNTRY CLUB,67 JOHNSON ROAD FOSTER RI 02825,Seats - 50 or More,FSV26584,07-01-2025,Routine,5,1,"55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean"
38,FOSTER COUNTRY CLUB,67 JOHNSON ROAD FOSTER RI 02825,Seats - 50 or More,FSV26584,03-03-2025,Routine,7,0,"52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected"
38,FOSTER COUNTRY CLUB,67 JOHNSON ROAD FOSTER RI 02825,Seats - 50 or More,FSV26584,12-03-2024,Environmental Complaint,7,0,"39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected | 52 - sewage & waste water properly disposed"
